ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3981136;Za granyu;2017;2017;Action*Adventure*Fantasy;;;;Russian;Moscow, Russia*Gelendzhik, Russia*Tbilisi, Georgia;Russia;;
3981137;Za grosz;1998;1998;Animation*Short;;;;None;;Poland;;
3981144;Za horata i za mechkite;1996;1996;Documentary;;;;Bulgarian;;Bulgaria;;54
3981145;Za horyzont;2007;2007;Drama*Short;;;;Polish;;Poland;;
3981146;Za hor kaiki gekij: Kaiki! Shinin shjo;2004;2004;Horror*Short;;;;Japanese;;Japan;6.0;
3981147;Za humny je drak;1984;1984;Comedy*Family*Fantasy;;;;Czech;;Czechoslovakia;6.0;89
3981149;Za i protiv za;1969;1969;Documentary*Short;;;;Serbo-Croatian;;Yugoslavia;;18
3981150;Za ikenie;1986;1986;Horror;;;;Japanese;;Japan;6.2;65
3981151;Za ji wang ming dui;1979;1979;Action*Drama;;;;Mandarin;;Hong Kong;6.4;80
3981152;Za jia gao shou;1979;1979;Action;;;;Mandarin;;Taiwan;6.3;
3981153;Za jia xiao zi;1979;1979;Action*Comedy;;;;Cantonese;;Hong Kong;7.5;
3981156;Za karate 3: Denk sekka;1975;1975;Action*Comedy*Drama;;;;English;;Japan;6.1;81
3981157;Za kem zamuzhem pevitsa?;1988;1988;Drama;;;;Russian;;Soviet Union;;
3981159;Za koru hleba;1923;1923;Short;;;;;;Yugoslavia;;
3981160;Za kotji;2006;2006;Horror;;;;Japanese;Japan;Japan;;
3981161;Za kralja i otadzbinu;2015;2015;Drama;1000000;;;Serbian;;Serbia;5.8;
3981162;Za krasnoye znamya;1919;1919;Short;;;;;;Russia;;
3981163;Za kruh i slobodu;1969;1969;Documentary;;;;;;Yugoslavia;;
3981164;Za kruh mir i slobodu;1969;1969;Documentary*Short;;;;;;Yugoslavia;;
3981165;Za kude putuvate;1986;1986;Comedy;;;;Bulgarian;;Bulgaria;7.8;
3981166;Za kyouikuhi;1989;1989;Drama;;;;Japanese;;Japan;;
3981167;Za lebedinoy staey oblakov;1956;1956;Drama;;;;;;Soviet Union;6.0;
3981168;Za ljubav je potrebno;1998;1998;Comedy*Short;;;;Serbian;;Serbia;;
3981170;Za majikku aw;2008;2008;Comedy;;;;Japanese;Kita Kyushu, Japan*Chikusei, Ibaraki, Japan*Yokohama, Japan*Tokyo, Japan;Japan;7.2;136
3981172;Za Marksa...;2012;2012;Drama;;;;Russian;Cherepovets, Russia*Moscow, Russia*Nizhny Novgorod, Russia*Yaroslavl, Russia;Russia;6.4;
3981174;Za mir i druzhbu;1954;1954;Documentary;;;;;;Bulgaria*Soviet Union;;
3981175;Za mlade;1953;1953;Documentary*Short;;;;Serbo-Croatian;;Yugoslavia;;
3981176;Za momichetata i tyahnata Neshka Robeva;1986;1986;Documentary;;;;Bulgarian;Paris, France*Sofia, Bulgaria*Valladolid, Castilla y Len, Spain;Bulgaria;8.9;
3981177;Za naivne djecake;2007;2007;Drama*Short;1061;;;Serbo-Croatian;Zagreb, Croatia;Croatia;8.5;28
3981178;Za najmladje na selu;1958;1958;Documentary*Short;51;;;Serbian;;Yugoslavia;;
3981179;Za nami Moskva;1968;1968;War;;;;Russian;;Soviet Union;;89
