ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3439349;Nasibo;1994;1994;Action;;;;Punjabi;;India;;
3439350;Nasih ruku djela;1977;1977;Documentary*Short;;;;Serbo-Croatian;;Yugoslavia;;32
3439351;Nasihat;1967;1967;Mystery;;;;Hindi;;;;
3439352;Nasihat;1986;1986;Drama*Family;;;;Hindi;;India;4.9;
3439353;Nasija;2006;2006;Short;;;;Spanish;Tenerife, Canary Islands, Spain;Spain;8.1;
3439354;Nasik Panjarpole;1926;1926;Short;;;;;;India;;
3439355;Nasik Trimbak Yethil Dekhave;1914;1914;Short;;;;;;India;;
3439357;Nasili;2008;2008;Comedy*Short;;;;English;;USA;;
3439358;Nasilje;1970;1970;Drama;;;;Serbo-Croatian;;Yugoslavia;;
3439360;Nasimi;1973;1973;Biography*Drama;;;;Azerbaijani;;Soviet Union*Azerbaijan;7.6;
3439361;Nasinski razgovori;1953;1953;Documentary*Short;51;;;Macedonian;;Yugoslavia;;
3439362;Nasiona;2006;2006;Documentary*Short;11314;;;English*Russian;Altay, Russia*Siberia, Russia;Poland;8.1;
3439363;Nasir;2010;2010;Action*Drama*Short*War;;;;;;USA;;
3439364;Nasit dolandirici;1933;1933;Comedy*Short;;;;Turkish;;Turkey;;
3439366;Nasledje;1995;1995;Drama;;;;Serbo-Croatian;;Federal Republic of Yugoslavia;8.4;76
3439368;Naslednik;1976;1976;Drama;;;;Russian;;Soviet Union;;
3439369;Naslednik;2002;2002;Drama;188893;;;Russian;;Russia;;
3439370;Naslednik;2012;2012;Comedy*Short;;;;Serbian;;Serbia;8.8;
3439371;Naslednik;2013;2013;Drama*Short;;;;Russian;;Russia;;
3439372;Nasledniki;1960;1960;Drama;;;;Russian;;Soviet Union;;
3439373;Nasledniki;2008;2008;Drama;;;;Russian;;Russia;4.4;
3439374;Nasledniki;2015;2015;Drama;;;;Russian;;Russia;5.6;
3439375;Nasledniki Raburdena;1962;1962;Comedy;;;;Russian;;Soviet Union;;
3439376;Naslednitsa Niki;1989;1989;Drama;;;;Russian;;Soviet Union;;
3439377;Naslednitsa po pryamoy;1982;1982;Drama*Romance;;;;Russian;;Soviet Union;6.7;
3439378;Naslednitsy;2001;2001;Drama;;;;Russian;;Russia;5.8;
3439379;Naslednitzi;1970;1970;Animation*Short;;;;Bulgarian;;Bulgaria;;
3439380;Naslednyy prints respubliki;1934;1934;Comedy;;;;;;Soviet Union;6.9;
3439381;Nasledstvo;1984;1984;Drama;;;;Russian;;Soviet Union;6.0;
3439382;Nasledstvo;2004;2004;Short;1889;;;Russian;Moscow, Russia*St. Petersburg, Russia*Vyborg, Leningrad Oblast, Russia;UK;;
3439383;Nasledstvo volshebnika Bakhrama;1975;1975;Animation*Family*Short;;;;Russian;;Soviet Union;7.6;
3439384;Naslijede;1967;1967;Documentary*Short;;;;Serbo-Croatian;;Yugoslavia;;
3439385;Naslijedje;2016;2016;Short;;;;Croatian;Zagreb, Croatia;Croatia;;
3439386;Nasljedja;2011;2011;Documentary*Short;;;;Croatian;;Croatia;;
3439387;Naslovnica;2014;2014;Documentary;;;;Croatian;Zagreb, Croatia*Split, Split-Dalmatia County, Croatia;Croatia;9.1;60
3439388;Nasma's Pigeons;2013;2013;Drama*Short*War;;;;Arabic;;Iraq;;
3439389;Nasmeshlivoye moyo schastye;1975;1975;Biography*Drama;;;;Russian;;Soviet Union;;
3439390;Nasnameyek Hsin;2012;2012;Documentary*Drama*Short;;;;Kurdish;;Germany;6.4;
3439391;Nasoor;1985;1985;Drama;;;;Hindi;India;India;7.0;
3439392;Nasophilia;2013;2013;Comedy*Romance*Short;;;;English;;USA;;
3439393;Nasos Verbannung;2010;2010;Animation*Short;2000;;;German;;Germany;;4
3439394;Nasrani;2007;2007;Action*Drama*Mystery;;;;Malayalam;;India;4.0;
3439395;Nasreddin Hoca;1954;1954;Comedy;;;;Turkish;;Turkey;;
3439396;Nasreddin Hoca;1965;1965;Comedy;;;;Turkish;;Turkey;;
3439398;Nasreddin Hoca dgnde;1940;1940;Comedy;;;;Turkish;;Turkey;;
3439399;Nasreddin Hoca ve Timurlenk;1954;1954;Comedy;;;;Turkish;;Turkey;6.7;
3439401;Nasreddin v Bukhare;1943;1943;Comedy*History*Romance;;;;Russian;;Soviet Union;7.7;
3439402;Nasreddin v Hodjente, ili Ocharovannyi prints;1959;1959;Adventure*Comedy;;;;Russian;;Soviet Union;;
3439403;Nasredin;1984;1984;Family;;;;Czech;;Czechoslovakia;;46
3439404;Nasreshtno dvizhenie;1978;1978;Drama;;;;Bulgarian;;Bulgaria;;
3439405;Nasrin oder Die Kunst zu trumen;1972;1972;Romance;;;;German;;West Germany;;85
3439406;Nass;2001;2001;Short;;;;;;Germany;7.1;
3439407;Nass gemacht!;1998;1998;Short;;;;;;Germany;;8
3439408;Nasse Fotzen 3-fach gestopft;2008;2008;Adult;;;;German;;Germany;;
3439409;Nasse Katzen;1979;1979;Adult*Comedy;;;;German;;West Germany;5.0;81
3439410;Nasse Nymphen;1997;1997;Adult;;;;German;;Germany;;
3439411;Nasse Sachen;2005;2005;Documentary;;;;German;;Germany;;
3439412;Nasser;2005;2005;Short;472;;;English;New York City, New York, USA;USA;;20
3439415;Nasser 56;1996;1996;Biography*Drama*History*War;;;;Arabic*English;;Egypt;6.8;142
3439416;Nasser Asphalt;1958;1958;Drama*Thriller;;;;German;Berlin, Germany*Hamburg, Germany;West Germany;6.8;90
3439417;Nasser-jrven kalastajia;1985;1985;Documentary*Short;;;;Finnish;Lake Nasser, Egypt;Finland;;
3439418;Nassereddin Shah, Actor-e Cinema;1992;1992;Comedy*History;;;;Persian;;Iran;7.6;
