ActorID,FirstName,LastName,IsMale,BirthYear,BirthLocation,DeathYear,DeathLocation
2147262,Bohumil,Svarc,True,1926,Praha - Czechoslovakia,2013,Prague - Czech Republic
835221,Ashley (V),Mitchell,False,,,,
340072,Lisa (I),Earle,False,,,,
883175,Lisa (III),Neil,False,,,,
1247346,Elina,Tupina,False,,,,
851385,Erez,Grossberg,True,,,,
1963490,Doreen,Scarborough,True,,,,
91667,Benito,Ascione,True,,,,
2275739,Johan,Van Nuffel,True,,,,
53836,Anna,Astashkina,False,,,,
725203,Hans,Franzen,True,,,,
1002090,Joanna,Ragland,False,,,,
337574,Neville,Cardus,True,,,,
110146,Patrick,Babin,True,,,,
1463660,Nick,Mennell,True,,,,
707666,Jean,Levy,False,,,,
2290462,Julian,Vendetti,True,,,,
375520,Ewan,Chanter,True,,,,
308072,Lady,Diablo,False,,,,
446992,Geoff,Corke,True,,,1993,Australia
1897247,Nino,Rosso,True,,,,
936534,Stavroula,Papaspyrou,False,,,,
953939,Brian (XXXI),Hill,True,,,,
891660,Kevin (X),Hand,True,,,,
702616,Gerrit,Floor,True,,,,
909817,T.S.,Hart,True,,,,
2003336,Joachim,Setsaas,True,,,,
1766159,Gerald Lee,Powers,True,,,,
2167604,Grace (IV),Tan,True,,,,
945229,Mikala,Patrie,False,,,,
784555,Anna Maria Porta,Masturzo,False,,,,
1654490,Mokhtar,Osman,True,,,,
2256714,Tae-Goo,Um,True,,,,
323371,Laura,Dotson,False,1968,Thousand Oaks - California - USA,,
904728,Elna Hallenberg,Nss,False,1922,Norway,2004,Oslo - Norway
2404553,Wolfgang,Wolter,True,1947,Wolfsburg - Germany,2005,Munich - Bavaria - Germany
686879,Mark (I),Field,True,,,,
431648,David (IV),Combs,True,,,,
245038,Candy,Corbett,False,,,,
1188267,Gogo,Suicide,False,,,,
2270494,Jamie,van Camp,True,,,,
564148,A.,Islentyeva,False,,,,
1714384,Shawn,Periera,True,,,,
645344,Romi,Koch,False,,,2005,Ontario - Canada
2405806,Kolten (II),Wong,True,,,,
45557,Katherine,Argo,False,,,,
103587,Charles (I),Avery,True,1873,Chicago - Illinois - USA,1926,Los Angeles - California - USA
1892693,Nathaniel,Rosenberg,True,,,,
1577971,Albert,Navato,True,,,,
